Post link,City,Neighborhood,Size,Number of rooms,Floor number,Taxes,Price,Room mates,Furniture,Elevator,Air conditioner,Parking,Balcony,Bars,Shelter,Storeroom,Renovated,Boiler,Pets allowed
mgdto54z,אשקלון,בן גוריון,90,5,2,450,3500,1,1,1,1,0,1,1,1,1,1,1,1
mgdto54z,אשקלון,בן גוריון,90,5,2,450,3500,1,1,1,1,0,1,1,1,1,1,1,1
6foruncp,בני ברק,פרדס כץ,27,1.5,,,2300,1,1,1,1,0,,1,1,1,1,1,1
cw4rj6b5,קרית מוצקין,נווה גנים,130,5,2,,4850,1,1,1,1,1,1,1,1,1,1,1,1
hjnf2zah,גבעת התמרים,יפו ד',67,3,1,360,4500,1,1,1,1,0,,1,1,1,1,1,1
kkw5knhs,קרית גת,כרמי גת,127,4,2,,3800,1,1,1,1,1,1,1,1,1,1,1,1
pi7vsdbj,באר שבע,שכונה ד',70,4,4,200,1800,1,1,1,1,0,,1,1,1,1,1,1
mwjhumrn,באר שבע,שכונה ט',76,3,5,,2900,1,1,1,1,0,,1,1,1,1,1,1
tao05ts3,מודיעין מכבים רעות,הכרמים,117,3,3,850,4520,1,1,1,1,1,1,1,1,1,1,1,1
pxmh3gqd,חריש,בצוותא,140,5,2,,3800,1,1,1,1,1,1,1,1,1,1,1,1
tao05ts3,מודיעין מכבים רעות,הכרמים,117,3,3,850,4520,1,1,1,1,1,1,1,1,1,1,1,1
pxmh3gqd,חריש,בצוותא,140,5,2,,3800,1,1,1,1,1,1,1,1,1,1,1,1
nefmngxf,נאות אילן,נווה זאב,90,3,7,,3500,1,1,1,1,1,2,1,1,1,1,1,1
jifn8e9h,אור עקיבא,"שז""ר",56,2.5,2,,2100,1,1,1,1,0,,1,1,1,1,1,1
h4iv03tc,רעננה,לב הפארק,90,4,3,800,5950,1,1,1,1,1,2,1,1,1,1,1,1
zh7o4b4w,קרית עבודה,מרכז,80,3,3,,,1,1,1,1,0,,1,1,1,1,1,1
12qw52dl,חדרה,גבעת אולגה,120,4.5,14,1,7200,1,1,1,1,1,1,1,1,1,1,1,1
6vfgkmcu,חולון,קרית שרת מזרח,80,3.5,1,,4500,1,1,1,1,0,,1,1,1,1,1,1
9e91j4qw,ירושלים,רוממה,45,2,2,210,3700,1,1,1,1,0,1,1,1,1,1,1,1
r4466rte,חיפה,יזרעאליה,90,4,11,1083,4400,1,1,1,1,1,,1,1,1,1,1,1
ga1qwly9,פרדס בחסכון,בית בפארק,127,4,7,,6000,1,1,1,1,1,1,1,1,1,1,1,1
hx6wmsgr,קרית מלאכי,הרצל,70,3.5,4,,2500,1,1,1,1,1,1,1,1,1,1,1,1
a7s6bx3m,בת ים,דרום מערב ותיק,70,3,1,,3800,1,1,1,1,0,,1,1,1,1,1,1
mww3eweo,ירושלים,מרכז העיר,55,3,4,800,4500,1,1,1,1,0,1,1,1,1,1,1,1
82tltjbx,פתח תקווה,שעריה,102,4,7,1000,5800,1,1,1,1,1,1,1,1,1,1,1,1
w58us61j,חיפה,זיו,50,2.5,3,410,2300,1,1,1,1,0,,1,1,1,1,1,1
r7ttebo5,בת ים,רמת יוסף,64,3,4,620,3800,1,1,1,1,0,,1,1,1,1,1,1
pl0tmc1o,באר שבע,שכונה ד',95,4,2,650,2700,1,1,1,1,0,,1,1,1,1,1,1
4vvfoaiz,באר שבע,שכונה ט',117,4,3,900,3400,1,1,1,1,1,,1,1,1,1,1,1
kowy0spf,באר שבע,שכונה ו',40,2,4,,1900,1,1,1,1,0,,1,1,1,1,1,1
bn7kkkzw,קרית גת,השופטים,75,3,2,,2200,1,1,1,1,1,1,1,1,1,1,1,1
xj4ytiep,מעלות תרשיחא,שכונה ותיקה - מרכז העיר,60,2.5,2,,1400,1,1,1,1,0,,1,1,1,1,1,1
afuyj205,ראשון לציון,"רמב""ם",76,3.5,3,,4500,1,1,1,1,0,,1,1,1,1,1,1
43o4gh8k,ירושלים,תלפיות,59,3,3,,4250,1,1,1,1,1,1,1,1,1,1,1,1
635tdqt5,יבנה,נאות שמיר,95,3,8,,,1,1,1,1,1,2,1,1,1,1,1,1
eaeouyth,חולון,גרין ועם,80,4,1,,4000,1,1,1,1,0,,1,1,1,1,1,1
kowy0spf,באר שבע,שכונה ו',40,2,4,,1900,1,1,1,1,0,,1,1,1,1,1,1
bn7kkkzw,קרית גת,השופטים,75,3,2,,2200,1,1,1,1,1,1,1,1,1,1,1,1
xj4ytiep,מעלות תרשיחא,שכונה ותיקה - מרכז העיר,60,2.5,2,,1400,1,1,1,1,0,,1,1,1,1,1,1
afuyj205,ראשון לציון,"רמב""ם",76,3.5,3,,4500,1,1,1,1,0,,1,1,1,1,1,1
43o4gh8k,ירושלים,תלפיות,59,3,3,,4250,1,1,1,1,1,1,1,1,1,1,1,1
635tdqt5,יבנה,נאות שמיר,95,3,8,,,1,1,1,1,1,2,1,1,1,1,1,1
eaeouyth,חולון,גרין ועם,80,4,1,,4000,1,1,1,1,0,,1,1,1,1,1,1
huunx25s,חיפה,נווה פז,40,2,,135,2000,1,1,1,1,0,,1,1,1,1,1,1
vzzyetvv,עכו,נווה ספיר - קרית תמרים,125,5,17,,4800,1,1,1,1,1,1,1,1,1,1,1,1
1hahhgva,אשקלון,שקמים ואגמים,51,3,3,,2600,1,1,1,1,0,,1,1,1,1,1,1
bm9pxiqn,נתניה,צפון מזרח מרכז העיר,18,1,,200,2500,1,1,1,1,1,,1,1,1,1,1,1
y70rm7e7,קרית גת,כרמי גת,106,4,1,1500,4200,1,1,1,1,0,1,1,1,1,1,1,1
beiphs4e,קרית מוצקין,מוצקין הותיקה,70,3,3,590,3000,1,1,1,1,1,,1,1,1,1,1,1
3cykz4cr,בית שמש,רמת האמוראים / רמת בית שמש ד-2,87,3,2,,3300,1,1,1,1,0,2,1,1,1,1,1,1
y70rm7e7,קרית גת,כרמי גת,106,4,1,1500,4200,1,1,1,1,0,1,1,1,1,1,1,1
beiphs4e,קרית מוצקין,מוצקין הותיקה,70,3,3,590,3000,1,1,1,1,1,,1,1,1,1,1,1
3cykz4cr,בית שמש,רמת האמוראים / רמת בית שמש ד-2,87,3,2,,3300,1,1,1,1,0,2,1,1,1,1,1,1
6ru89t1u,רמת גן,רמת עמידר,30,1.5,1,150,2900,1,1,1,1,0,,1,1,1,1,1,1
2cm37077,באר שבע,שכונה א',97,4,2,650,3000,1,1,1,1,0,,1,1,1,1,1,1
eahlai3z,נשר,רמות יצחק,50,2.5,2,,,1,1,1,1,0,2,1,1,1,1,1,1
copx6s8x,פתח תקווה,המרכז השקט / מרכז העיר,100,3,5,,4550,1,1,1,1,1,1,1,1,1,1,1,1
qrmcpfmr,חיפה,נווה שאנן,80,3,3,720,3000,1,1,1,1,1,,1,1,1,1,1,1
iwizyoif,ראשון לציון,רמת אליהו,90,5,1,650,4750,1,1,1,1,0,,1,1,1,1,1,1
fy21pkdw,בנה ביתך,לב מוצקין,98,4,1,900,3800,1,1,1,1,1,1,1,1,1,1,1,1
7hdsycin,רמלה,רמלה מערב,140,6,7,,7000,1,1,1,1,1,1,1,1,1,1,1,1
rqdjcz35,חיפה,גאולה,60,2,2,360,2400,1,1,1,1,0,2,1,1,1,1,1,1
iwizyoif,ראשון לציון,רמת אליהו,90,5,1,650,4750,1,1,1,1,0,,1,1,1,1,1,1
fy21pkdw,בנה ביתך,לב מוצקין,98,4,1,900,3800,1,1,1,1,1,1,1,1,1,1,1,1
7hdsycin,רמלה,רמלה מערב,140,6,7,,7000,1,1,1,1,1,1,1,1,1,1,1,1
rqdjcz35,חיפה,גאולה,60,2,2,360,2400,1,1,1,1,0,2,1,1,1,1,1,1
d48pzx94,פתח תקווה,שעריה,1,3,1,400,,1,1,1,1,1,,1,1,1,1,1,1
w7dff6g8,חריש,"מעו""ף",120,5,2,,3400,1,1,1,1,1,1,1,1,1,1,1,1
thyfg9wb,תל אביב יפו,קרית שלום,68,3,4,450,4700,1,1,1,1,0,,1,1,1,1,1,1
jn57iopp,חריש,אבני חן,104,4,4,900,2750,1,1,1,1,1,1,1,1,1,1,1,1
6f4pb74y,אבן ספיר,אבן ספיר,35,2,,,3500,1,1,1,1,1,,1,1,1,1,1,1
q39ke7n9,תל אביב יפו,רמת הטייסים,71,3,2,480,5800,1,1,1,1,0,2,1,1,1,1,1,1
z49ligl7,מגדל העמק,שלום עליכם,48,2,1,150,2100,1,1,1,1,0,,1,1,1,1,1,1
ot5a33d6,חיפה,כרמל מרכזי - שד' קיש,82,3,1,,3400,1,1,1,1,0,,1,1,1,1,1,1
kzanq2z3,קרית אתא,בן גוריון,60,3,3,,,1,1,1,1,1,,1,1,1,1,1,1
8g6e9sy1,באר שבע,רמות הרכס,87,3,2,,3400,1,1,1,1,1,1,1,1,1,1,1,1
cv8tdfe7,נתניה,מרכז העיר דרום,90,3.5,4,,4800,1,1,1,1,0,,1,1,1,1,1,1
kzanq2z3,קרית אתא,בן גוריון,60,3,3,,,1,1,1,1,1,,1,1,1,1,1,1
8g6e9sy1,באר שבע,רמות הרכס,87,3,2,,3400,1,1,1,1,1,1,1,1,1,1,1,1
cv8tdfe7,נתניה,מרכז העיר דרום,90,3.5,4,,4800,1,1,1,1,0,,1,1,1,1,1,1
6o3cdkdd,בן גוריון,אברהם דנינו,80,3,1,606,3200,1,1,1,1,0,,1,1,1,1,1,1
0drgc05w,מגדל העמק,קרית רבין,88,3,2,600,3000,1,1,1,1,1,1,1,1,1,1,1,1
yvn43om3,דימונה,הנצחון,70,3.5,1,488,1700,1,1,1,1,0,,1,1,1,1,1,1
vpu74z7j,חולון,נאות רחל,65,3,1,250,3800,1,1,1,1,0,1,1,1,1,1,1,1
kh8mqoaa,רמת גן,נחלת גנים,60,3,2,,8000,1,1,1,1,1,1,1,1,1,1,1,1
xgup66pd,באר שבע,רמות הרכס,75,3,1,800,3500,1,1,1,1,1,1,1,1,1,1,1,1
d1b3fl7c,חולון,גרין ועם,65,2.5,3,,3500,1,1,1,1,0,,1,1,1,1,1,1
zt8c8dfn,נתיבות,נווה שרון / שער העיר,133,5,5,,3400,1,1,1,1,1,1,1,1,1,1,1,1
z2f826xu,פתח תקווה,עמישב,60,3,1,,4000,1,1,1,1,0,,1,1,1,1,1,1
3i98pm0r,ירושלים,גילה,82,4,4,,4500,1,1,1,1,0,,1,1,1,1,1,1
1hatwqil,כפר יונה,יפה נוף,115,4,7,,5800,1,1,1,1,1,1,1,1,1,1,1,1
a75du3u5,חיפה,נווה שאנן,90,4,2,,3200,1,1,1,1,1,,1,1,1,1,1,1
z2f826xu,פתח תקווה,עמישב,60,3,1,,4000,1,1,1,1,0,,1,1,1,1,1,1
3i98pm0r,ירושלים,גילה,82,4,4,,4500,1,1,1,1,0,,1,1,1,1,1,1
1hatwqil,כפר יונה,יפה נוף,115,4,7,,5800,1,1,1,1,1,1,1,1,1,1,1,1
a75du3u5,חיפה,נווה שאנן,90,4,2,,3200,1,1,1,1,1,,1,1,1,1,1,1
clsbkvn1,רחובות,שעריים,70,2.5,,,3800,1,1,1,1,0,1,1,1,1,1,1,1
ytusqova,אריאל,רובע ד',87,3,3,,3900,1,1,1,1,1,,1,1,1,1,1,1
v5qbh3kh,באר שבע,שכונה ה',55,2,4,400,2250,1,1,1,1,1,,1,1,1,1,1,1
cyhhmxoj,רמלה,המרכז האזרחי,65,3,2,,3300,1,1,1,1,0,,1,1,1,1,1,1
0plt35qw,ירושלים,גילה,34,1.5,4,,2800,1,1,1,1,1,1,1,1,1,1,1,1
vgzei9v3,קרית אתא,פרוסטיג,48,2,,,3200,1,1,1,1,0,,1,1,1,1,1,1
2hz799a0,באר שבע,שכונה ג',65,3,14,460,2350,1,1,1,1,1,,1,1,1,1,1,1
s7f09a1l,תל אביב יפו,הדר יוסף,96,4,2,800,6800,1,1,1,1,1,,1,1,1,1,1,1
jrzayre3,ראשון לציון,אברמוביץ',47,2,1,555,3500,1,1,1,1,0,,1,1,1,1,1,1
xzz33exy,קרית מוצקין,מוצקין הותיקה,60,2,2,480,2350,1,1,1,1,0,,1,1,1,1,1,1
s7f09a1l,תל אביב יפו,הדר יוסף,96,4,2,800,6800,1,1,1,1,1,,1,1,1,1,1,1
2hz799a0,באר שבע,שכונה ג',65,3,14,460,2350,1,1,1,1,1,,1,1,1,1,1,1
jrzayre3,ראשון לציון,אברמוביץ',47,2,1,555,3500,1,1,1,1,0,,1,1,1,1,1,1
xzz33exy,קרית מוצקין,מוצקין הותיקה,60,2,2,480,2350,1,1,1,1,0,,1,1,1,1,1,1
pkqzflon,פתח תקווה,לב המושבה / מרכז העיר,65,2,1,,,1,1,1,1,0,2,1,1,1,1,1,1
4istlony,מודיעין מכבים רעות,מורשת,125,5,2,,6400,1,1,1,1,1,1,1,1,1,1,1,1
4froaqiv,קרית טבעון,קרית עמל,70,3,,,3200,1,1,1,1,0,1,1,1,1,1,1,1
sce9f7dh,חיפה,הדר מרכז,56,2.5,2,,2000,1,1,1,1,0,1,1,1,1,1,1,1
2valfwof,באר שבע,שכונה ט',110,4,3,,3200,1,1,1,1,1,,1,1,1,1,1,1
4nvjisnw,אור עקיבא,אורות,80,3,2,,3000,1,1,1,1,1,,1,1,1,1,1,1
fy2esr4p,תל אביב יפו,נווה חן,65,3,4,350,4150,1,1,1,1,0,,1,1,1,1,1,1
m1e46xgk,רמת גן,שכונת גפן,35,2,,1,3500,1,1,1,1,0,,1,1,1,1,1,1
dua5cyjk,גבעתיים,בורוכוב,85,3,2,,6300,1,1,1,1,1,,1,1,1,1,1,1
w0er1dsg,באר שבע,שכונה ג',65,3.5,3,,,1,1,1,1,0,,1,1,1,1,1,1
l5hxe6v8,אפרת,אפרת,50,2,1,,2500,1,1,1,1,1,1,1,1,1,1,1,1
dua5cyjk,גבעתיים,בורוכוב,85,3,2,,6300,1,1,1,1,1,,1,1,1,1,1,1
w0er1dsg,באר שבע,שכונה ג',65,3.5,3,,,1,1,1,1,0,,1,1,1,1,1,1
l5hxe6v8,אפרת,אפרת,50,2,1,,2500,1,1,1,1,1,1,1,1,1,1,1,1
2uf9oisj,חיפה,הדר עליון,75,3.5,1,,2900,1,1,1,1,0,1,1,1,1,1,1,1
yqdah68g,חיפה,"יל""ג",30,1.5,,200,1500,1,1,1,1,0,,1,1,1,1,1,1
n766g6je,ירושלים,גילה,1,4,2,,5000,1,1,1,1,0,2,1,1,1,1,1,1
2hshyhjo,חיפה,נווה פז,38,1.5,,180,1550,1,1,1,1,0,,1,1,1,1,1,1
jd90j273,באר שבע,שכונה ג',45,2,,,1600,1,1,1,1,1,,1,1,1,1,1,1
9co68ot7,חולון,קרית שרת מערב,100,4,1,1080,5250,1,1,1,1,1,1,1,1,1,1,1,1
yrhchytt,בית שמש,רמת האמוראים / רמת בית שמש ד-1,83,3,6,,3550,1,1,1,1,1,1,1,1,1,1,1,1
ixm7bvq9,אשקלון,שקמים ואגמים,125,4,2,,5000,1,1,1,1,1,2,1,1,1,1,1,1
c3qeq0gu,חולון,אגרובנק,40,2.5,1,,3650,1,1,1,1,0,,1,1,1,1,1,1
jst03a8h,פתח תקווה,המרכז השקט / מרכז העיר,70,3,1,,3800,1,1,1,1,1,2,1,1,1,1,1,1
d4ymvme9,תל אביב יפו,יד אליהו,45,2,1,1,4100,1,1,1,1,0,,1,1,1,1,1,1
3d45gnhk,אפקה,נאות אפק,120,5,17,,5000,1,1,1,1,1,1,1,1,1,1,1,1
v5ylrixb,יקנעם עילית,גבעת אלונים,100,4,,,4500,1,1,1,1,1,1,1,1,1,1,1,1
zmeu7mhg,גבעת שמואל,שאר העיר,145,5,15,1600,8600,1,1,1,1,1,1,1,1,1,1,1,1
1x84iexy,אבן ספיר,אבן ספיר,35,1.5,,,3000,1,1,1,1,1,1,1,1,1,1,1,1
puxiplgm,פתח תקווה,לב המושבה / מרכז העיר,90,4,3,,5800,1,1,1,1,1,1,1,1,1,1,1,1
x85g60xc,רמות ספיר,"שכונה י""א",94,4,6,,3200,1,1,1,1,1,,1,1,1,1,1,1
3d45gnhk,אפקה,נאות אפק,120,5,17,,5000,1,1,1,1,1,1,1,1,1,1,1,1
v5ylrixb,יקנעם עילית,גבעת אלונים,100,4,,,4500,1,1,1,1,1,1,1,1,1,1,1,1
zmeu7mhg,גבעת שמואל,שאר העיר,145,5,15,1600,8600,1,1,1,1,1,1,1,1,1,1,1,1
1x84iexy,אבן ספיר,אבן ספיר,35,1.5,,,3000,1,1,1,1,1,1,1,1,1,1,1,1
puxiplgm,פתח תקווה,לב המושבה / מרכז העיר,90,4,3,,5800,1,1,1,1,1,1,1,1,1,1,1,1
x85g60xc,רמות ספיר,"שכונה י""א",94,4,6,,3200,1,1,1,1,1,,1,1,1,1,1,1
54rlqwhz,קרית אתא,אברמסקי,92,4,3,,3000,1,1,1,1,0,,1,1,1,1,1,1
qsnoa2uj,גבעת שפירא,הגבעה הצרפתית,20,2,4,,2400,1,1,1,1,0,,1,1,1,1,1,1
4ftqqdhx,עכו,קרית וולפסון,63,3,4,,2300,1,1,1,1,1,2,1,1,1,1,1,1
4ftqqdhx,עכו,קרית וולפסון,63,3,4,,2300,1,1,1,1,1,2,1,1,1,1,1,1
3klt0rut,קרית גת,כרמי גת,106,4,3,1348,3900,1,1,1,1,1,1,1,1,1,1,1,1
ejyx20e4,רמלה,רמלה מערב,132,5,10,,6000,1,1,1,1,1,1,1,1,1,1,1,1
hc9jnok7,הוד השרון,רסקו ג',144,5,1,1300,8700,1,1,1,1,1,1,1,1,1,1,1,1
g7fuu3et,חולון,קרית אילון,80,3,,,4600,1,1,1,1,0,,1,1,1,1,1,1
sdqk5qcl,מנחת,מלחה,30,1,,,2700,1,1,1,1,0,1,1,1,1,1,1,1
m7lrjvdv,מרכז העיר א,שכונת חשמונאים,40,2,1,380,4200,1,1,1,1,0,,1,1,1,1,1,1
hijva921,מנחת,מלחה,50,3,,,4100,1,1,1,1,0,,1,1,1,1,1,1
m3czpv26,שדרות,נאות אשכול,115,5,1,,3000,1,1,1,1,1,1,1,1,1,1,1,1
imgbzbi2,באר שבע,פארק הנחל,140,6,4,,3700,1,1,1,1,1,1,1,1,1,1,1,1
kz0zyds2,אשדוד,רובע ב',50,2,4,,2000,1,1,1,1,0,,1,1,1,1,1,1
f5nftbe9,מרכז העיר,עיר,25,2,3,250,2200,1,1,1,1,0,,1,1,1,1,1,1
imgbzbi2,באר שבע,פארק הנחל,140,6,4,,3700,1,1,1,1,1,1,1,1,1,1,1,1
kz0zyds2,אשדוד,רובע ב',50,2,4,,2000,1,1,1,1,0,,1,1,1,1,1,1
f5nftbe9,מרכז העיר,עיר,25,2,3,250,2200,1,1,1,1,0,,1,1,1,1,1,1
syn08ljz,ראשון לציון,"רמב""ם",100,4,3,,4900,1,1,1,1,0,,1,1,1,1,1,1
zul1zlvc,גבעתיים,חברת חשמל,70,2,1,500,4800,1,1,1,1,0,1,1,1,1,1,1,1
tg61d5x0,שביט,גבעה א',75,3,4,570,2400,1,1,1,1,0,,1,1,1,1,1,1
jgxx39mn,אשקלון,ברנע,76,3.5,3,,3200,1,1,1,1,1,,1,1,1,1,1,1
w36mtl06,שדרות,נאות הדקל,85,3,1,,2550,1,1,1,1,1,,1,1,1,1,1,1
5io407u2,ירוחם,אשל,60,3,2,,1700,1,1,1,1,0,1,1,1,1,1,1,1
04pyr395,ירושלים,קטמונים,67,3,1,,3900,1,1,1,1,0,,1,1,1,1,1,1
4o2g15fx,ירושלים,קרית משה,75,3,3,,6500,1,1,1,1,1,1,1,1,1,1,1,1
els4v6f0,אשקלון,בן גוריון,46,3,3,300,2200,1,1,1,1,0,,1,1,1,1,1,1
jdnxchrf,עכו,מנחם בגין,70,3,1,,2800,1,1,1,1,0,,1,1,1,1,1,1
ndcoc23h,אזור,בן גוריון,69,3,1,,4200,1,1,1,1,0,,1,1,1,1,1,1
04pyr395,ירושלים,קטמונים,67,3,1,,3900,1,1,1,1,0,,1,1,1,1,1,1
4o2g15fx,ירושלים,קרית משה,75,3,3,,6500,1,1,1,1,1,1,1,1,1,1,1,1
els4v6f0,אשקלון,בן גוריון,46,3,3,300,2200,1,1,1,1,0,,1,1,1,1,1,1
jdnxchrf,עכו,מנחם בגין,70,3,1,,2800,1,1,1,1,0,,1,1,1,1,1,1
ndcoc23h,אזור,בן גוריון,69,3,1,,4200,1,1,1,1,0,,1,1,1,1,1,1
jpgateha,תל אביב יפו,תל חיים,61,3.5,4,300,6000,1,1,1,1,0,,1,1,1,1,1,1
xgt589i0,בת ים,רוטשילד עצמאות,1,4,5,1000,7000,1,1,1,1,1,2,1,1,1,1,1,1
lsm898ik,בן גוריון,אברהם דנינו,70,3,3,,2900,1,1,1,1,1,1,1,1,1,1,1,1
35nc2eyj,ירושלים,פסגת זאב,75,3,,,3900,1,1,1,1,0,,1,1,1,1,1,1
7gec3662,נס ציונה,גבעת התור,143,5,2,,8800,1,1,1,1,1,1,1,1,1,1,1,1
qo6xgouo,באר שבע,סיגליות,112,4,6,,4000,1,1,1,1,1,1,1,1,1,1,1,1
p0nvqhvy,לוד,חסכון ג,50,2.5,3,,2300,1,1,1,1,0,,1,1,1,1,1,1
o66lq290,טירת כרמל,החותרים,135,5,5,,4500,1,1,1,1,1,1,1,1,1,1,1,1
tp42ichy,חיפה,קרית חיים מזרחית,50,2,3,,2500,1,1,1,1,1,,1,1,1,1,1,1
ixmawbe2,יבנה,נאות רבין,160,6,3,,7200,1,1,1,1,1,1,1,1,1,1,1,1
ykovu3y6,חצור הגלילית,שאר העיר,61,3.5,2,530,2150,1,1,1,1,0,,1,1,1,1,1,1
ldpd2fdu,בת ים,דרום מזרח,120,5,6,1200,7000,1,1,1,1,1,2,1,1,1,1,1,1
nllmh4gs,בת ים,רמת יוסף,80,4,4,800,4300,1,1,1,1,0,,1,1,1,1,1,1
c4jltnfv,תל אביב יפו,נאות אפקה ב',90,3,1,,6700,1,1,1,1,1,,1,1,1,1,1,1
mkszczyj,אור עקיבא,"שז""ר",70,3,3,,2400,1,1,1,1,1,,1,1,1,1,1,1
bikw6i3h,באר שבע,שכונה א',76,3.5,1,550,3000,1,1,1,1,0,,1,1,1,1,1,1
5rtf9hbc,כוכב יעקב,כוכב יעקב,50,2.5,1,250,2200,1,1,1,1,0,,1,1,1,1,1,1
1ywyz8kn,ערמונים,נווה יהושע,16,1,,,2500,1,1,1,1,0,,1,1,1,1,1,1
mwqtwiwe,ירושלים,פסגת זאב,45,2,,1,2950,1,1,1,1,1,1,1,1,1,1,1,1
d31rcx21,קרית אתא,מרכז העיר,67,3.5,3,500,2450,1,1,1,1,0,,1,1,1,1,1,1
mxrf9ipa,מערב ותיק,רמז,50,3,3,,4200,1,1,1,1,0,,1,1,1,1,1,1
dks8vn48,חדרה,גבעת אולגה,127,4,5,980,4700,1,1,1,1,1,1,1,1,1,1,1,1
g0qonedv,רמת השרון,גולן,86,3,1,1,6800,1,1,1,1,0,,1,1,1,1,1,1
q55pmd74,באר שבע,שכונה ו',56,2.5,1,400,2500,1,1,1,1,1,,1,1,1,1,1,1
yp7la93q,מגדל העמק,רמת בלפור,80,3.5,3,512,2070,1,1,1,1,1,,1,1,1,1,1,1
dda4as3k,גבעת שמואל,רמת הדר,130,4,4,1500,6500,1,1,1,1,1,2,1,1,1,1,1,1
jzsqljwr,חיפה,מסדה,35,1.5,1,,1800,1,1,1,1,0,,1,1,1,1,1,1
5kxvmty7,חדרה,בית אליעזר,35,1,2,200,1500,1,1,1,1,1,,1,1,1,1,1,1
jxnxnc,בני ברק,הר שלום,45,2,2,450,2850,1,1,1,1,0,1,1,1,1,1,1,1
w4gitflr,אשקלון,נווה אילן,80,3,2,500,4200,1,1,1,1,1,1,1,1,1,1,1,1
motjc2bp,חיפה,"יל""ג",70,2.5,2,,2500,1,1,1,1,0,2,1,1,1,1,1,1
zospfws9,רחובות,חצרות המושבה,94,4,1,1000,6200,1,1,1,1,1,1,1,1,1,1,1,1
q7u6ij,מנחת,מלחה,58,2,,,3400,1,1,1,1,0,,1,1,1,1,1,1
t2n29w94,קרית גת,כרמי גת,88,3,5,900,3400,1,1,1,1,1,1,1,1,1,1,1,1
816t5nud,יקנעם עילית,רמת יקנעם,74,4,7,620,3300,1,1,1,1,1,,1,1,1,1,1,1
p3zv0udq,טבריה,דון יוסף הנשיא,92,5,1,,2900,1,1,1,1,0,,1,1,1,1,1,1
uclb6s5p,בית שמש,רמת האמוראים / רמת בית שמש ד-1,116,4,7,800,3200,1,1,1,1,1,1,1,1,1,1,1,1
q9u4cttp,דימונה,מלכי ישראל,70,3.5,1,,2200,1,1,1,1,0,,1,1,1,1,1,1
ncjq8iq3,חיפה,רמות רמז,50,2.5,,,3000,1,1,1,1,0,,1,1,1,1,1,1
38yoyrfk,"בני עי""ש",בני עי''ש,73,3,1,563,3700,1,1,1,1,1,1,1,1,1,1,1,1
dfohnuc1,ירושלים,עיר גנים,40,1.5,,300,2800,1,1,1,1,0,,1,1,1,1,1,1
8p2ud9v0,ירושלים,גילה,78,4,3,,4600,1,1,1,1,0,1,1,1,1,1,1,1
umfqkchd,אשקלון,נווה ים,40,2,1,,2000,1,1,1,1,1,,1,1,1,1,1,1
cadg9xjq,אשקלון,נווה ים,40,2,1,,2400,1,1,1,1,1,1,1,1,1,1,1,1
xwcat5hh,חיפה,קרית חיים מערבית,65,3,3,,1900,1,1,1,1,0,,1,1,1,1,1,1
41eceqrf,חיפה,קרית שפרינצק,67,3.5,4,450,3500,1,1,1,1,1,,1,1,1,1,1,1
bqtirwmn,עכו,נווה אלון,80,2,4,,2200,1,1,1,1,0,,1,1,1,1,1,1
lr6l001d,הר חומה,חומת שמואל,110,4,4,,6500,1,1,1,1,1,1,1,1,1,1,1,1
k7vj7s9c,בת ים,רוטשילד עצמאות,22,1,2,,2600,1,1,1,1,0,,1,1,1,1,1,1
ae5c8yl2,חיפה,הרצליה,42,2,3,300,1900,1,1,1,1,0,1,1,1,1,1,1,1
3qfy2fpm,חולון,שיכון ותיקים,75,3,2,643,4000,1,1,1,1,0,2,1,1,1,1,1,1
vd7qtdrh,יהוד מונוסון,ליבת העיר,125,5,8,,6700,1,1,1,1,1,1,1,1,1,1,1,1
9a60vvqr,מרכז העיר א,שכונת חשמונאים,75,3,25,,8200,1,1,1,1,1,1,1,1,1,1,1,1
i5h0h54k,עתלית,הרכס,113,4,2,1100,4900,1,1,1,1,1,1,1,1,1,1,1,1
3qfy2fpm,חולון,שיכון ותיקים,75,3,2,643,4000,1,1,1,1,0,2,1,1,1,1,1,1
vd7qtdrh,יהוד מונוסון,ליבת העיר,125,5,8,,6700,1,1,1,1,1,1,1,1,1,1,1,1
9a60vvqr,מרכז העיר א,שכונת חשמונאים,75,3,25,,8200,1,1,1,1,1,1,1,1,1,1,1,1
i5h0h54k,עתלית,הרכס,113,4,2,1100,4900,1,1,1,1,1,1,1,1,1,1,1,1
nk3978cr,באר שבע,שכונה ד',110,6,3,680,3200,1,1,1,1,1,1,1,1,1,1,1,1
e1wm9x92,דימונה,גיורא יוספטל,80,4,3,,3000,1,1,1,1,0,1,1,1,1,1,1,1
m9vyt2gs,קרית עבודה,מרכז,70,3,1,700,4200,1,1,1,1,0,1,1,1,1,1,1,1
lpdu2zm1,רמת גן,תל יהודה,65,3,4,700,5800,1,1,1,1,1,1,1,1,1,1,1,1
4q1ytb0x,שדרות,בן גוריון ב',100,4,2,,3700,1,1,1,1,1,1,1,1,1,1,1,1
lpdu2zm1,רמת גן,תל יהודה,65,3,4,700,5800,1,1,1,1,1,1,1,1,1,1,1,1
4q1ytb0x,שדרות,בן גוריון ב',100,4,2,,3700,1,1,1,1,1,1,1,1,1,1,1,1
k7kdlb8h,מנחת,מלחה,80,3.5,,,6000,1,1,1,1,1,1,1,1,1,1,1,1
